,Name,Category,Body,Compound,Positive,Negative,Neutral
1039,Schleich,Toy,great value ,0.7579,1.0,0.0,0.0
1040,Mattel,Toy,Five Stars ,0.0,0.0,1.0,0.0
1041,Star Wars,Equipment,These sets are amazing! Good quality ,0.7901,0.636,0.364,0.0
1042,Mattel,Toy,Five Stars ,0.0,0.0,1.0,0.0
1043,Hasbro,Equipment,TVC B-Wing Pilot ,0.0,0.0,1.0,0.0
1044,Hasbro,Equipment,Stormtroopers unleased ,0.0,0.0,1.0,0.0
1045,Hasbro,Equipment,Business has picked up... ,0.0,0.0,1.0,0.0
1046,Hasbro,Equipment,"""He's no good to me dead!"" ",0.2481,0.34,0.426,0.234
1047,Schleich,Toy,all the doors open the roofs lift off for better access. A flower pod bed bower thing opens ... ,0.4404,0.146,0.854,0.0
1048,Star Wars,Equipment,"A nice ship, but it comes with a high points cost ",0.2263,0.192,0.808,0.0
1049,Star Wars,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1050,Mattel,Toy,Childhood Returned ,0.0,0.0,1.0,0.0
1051,Star Wars,Equipment,"""Heads up, Battle Droids closing in!"" ",-0.4389,0.0,0.634,0.366
1052,Star Wars,Equipment,Worth it for Wedge alone ,-0.0258,0.275,0.435,0.29
1053,Hasbro,Equipment,top figure ,0.2023,0.643,0.357,0.0
1054,Hasbro,Equipment,Great purchase! ,0.6588,0.815,0.185,0.0
1055,Mattel,Equipment,"""slime Harry!!!...UH!! ",0.0,0.0,1.0,0.0
1056,Mattel,Toy,BatWham!!! ,0.0,0.0,1.0,0.0
1057,Disney,Equipment,Kids will love this figure. ,0.6369,0.512,0.488,0.0
1058,Mattel,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1059,Hasbro,Equipment,"""As you command General."" ",0.0,0.0,1.0,0.0
1060,Star Wars,Equipment,Bought for a fab price for my little boys 2nd ... ,0.4588,0.25,0.75,0.0
1061,Star Wars,Equipment,Great figures ,0.6249,0.804,0.196,0.0
1062,Schleich,Toy,Wonderful gift - my grand-daughter will love it to add ... ,0.8957,0.607,0.393,0.0
1063,Mattel,Equipment,Goerge Weasley ,0.0,0.0,1.0,0.0
1064,Hasbro,Equipment,Ignore Vader's frozen shoulder! ,-0.4199,0.0,0.518,0.482
1065,Hasbro,Equipment,Very flimsy ,0.0,0.0,1.0,0.0
1066,Star Wars,Equipment,The best of a brilliant bunch! ,0.8516,0.734,0.266,0.0
1067,Star Wars,Equipment,The Force is not with them... ,0.0,0.0,1.0,0.0
1068,Star Wars,Equipment,Great Model and Good Value When You See It In The Flesh ,0.8555,0.511,0.489,0.0
1069,Star Wars,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1070,Disney,Equipment,good ,0.4404,1.0,0.0,0.0
1071,Hasbro,Equipment,So many Spidermen... ,0.0,0.0,1.0,0.0
1072,Hasbro,Equipment,Four Stars ,0.0,0.0,1.0,0.0
1073,Hasbro,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1074,Star Wars,Equipment,Love Star Wars ,0.1531,0.477,0.114,0.409
1075,Playmobil,Toy,Worth every penny! ,0.2942,0.523,0.477,0.0
1076,Hasbro,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1077,Star Wars,Equipment,Happy with my purchase ,0.5719,0.552,0.448,0.0
1078,Playmobil,Toy,Brilliant little set! ,0.6239,0.672,0.328,0.0
1079,Playmobil,Toy,Superb glider ,0.6249,0.804,0.196,0.0
1080,Disney,Equipment,good indoor toy ,0.4404,0.592,0.408,0.0
1081,Playmobil,Toy,This is a great little rocket set ,0.6249,0.451,0.549,0.0
1082,Playmobil,Toy,Robust and Fun ,0.6908,0.851,0.149,0.0
1083,Disney,Equipment,More Grease than A Chip Shop's Exratractor Fan! ,0.3802,0.302,0.698,0.0
1084,Star Wars,Equipment,Hail Hux ,0.0772,0.565,0.435,0.0
1085,Star Wars,Equipment,Loved it ,0.5994,0.796,0.204,0.0
1086,Disney,Equipment,Great jigsaw puzzle ,0.6249,0.672,0.328,0.0
1087,Disney,Equipment,A Fabulous Fun Jigsaw that entertains and makes you smile. ,0.9118,0.716,0.284,0.0
1088,Disney,Equipment,Great kids puzzle ,0.6249,0.672,0.328,0.0
1089,Star Wars,Equipment,Four Stars ,0.0,0.0,1.0,0.0
1090,Corgi,Toy,A robustly built Corgi Flight model. ,0.0,0.0,1.0,0.0
1091,Mattel,Toy,my son loves it but .... ,0.3291,0.32,0.68,0.0
1092,Corgi,Toy,Another fine model ,0.2023,0.474,0.526,0.0
1093,Oxford Diecast,Toy,Would recommend to any air craft collector ,0.3612,0.294,0.706,0.0
1094,Corgi,Toy,Bus from James bond ,0.0,0.0,1.0,0.0
1095,Oxford Diecast,Toy,reminder of my youth ,0.0,0.0,1.0,0.0
1096,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
1097,Corgi,Toy,Five Stars ,0.0,0.0,1.0,0.0
1098,Oxford Diecast,Toy,very good ,0.4927,0.762,0.238,0.0
1099,Oxford Diecast,Toy,Fine model of a beautiful motor ,0.6908,0.655,0.345,0.0
1100,Corgi,Toy,The cab does not attach adequately to the lorry ,0.0,0.0,1.0,0.0
1101,Oxford Diecast,Toy,Very nice model! ,0.5244,0.629,0.371,0.0
1102,Oxford Diecast,Toy,"Tiny, but perfect ",0.7227,0.716,0.284,0.0
1103,Oxford Diecast,Toy,Where's you Bin !! ,0.0,0.0,1.0,0.0
1104,Corgi,Toy,Five Stars ,0.0,0.0,1.0,0.0
1105,Oxford Diecast,Toy,Accurate model ,0.0,0.0,1.0,0.0
1106,Corgi,Toy,Excellent model ,0.5719,0.787,0.213,0.0
1107,Corgi,Toy,Five Stars ,0.0,0.0,1.0,0.0
1108,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
1109,Corgi,Toy,Five Stars ,0.0,0.0,1.0,0.0
1110,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
1111,Disney,Toy,What's not to like about this pairing of cars Rivals ,-0.2755,0.0,0.81,0.19
1112,Oxford Diecast,Toy,Camper van ,0.0,0.0,1.0,0.0
1113,Mattel,Toy,"Mighty, but not as mighty as its bigger brother! ",0.0,0.0,1.0,0.0
1114,Hornby,Toy,Call me a Cab ,0.0,0.0,1.0,0.0
1115,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
1116,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
1117,Corgi,Toy,PERFECT CONDITION ,0.5719,0.787,0.213,0.0
1118,Hornby,Toy,Looks amazing. Many thanks ,0.7717,0.77,0.23,0.0
1119,Mattel,Toy,Mikes Ferrari FXX Review ,0.0,0.0,1.0,0.0
1120,Oxford Diecast,Toy,tractor ,0.0,0.0,1.0,0.0
1121,Oxford Diecast,Toy,London Cabs ,0.0,0.0,1.0,0.0
1122,Oxford Diecast,Toy,Great model lorry. ,0.6249,0.672,0.328,0.0
1123,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
1124,Oxford Diecast,Toy,A blst from the past ,0.0,0.0,1.0,0.0
1125,Oxford Diecast,Toy,Recommended ,0.2023,1.0,0.0,0.0
1126,Corgi,Toy,Fantastic Model ,0.5574,0.783,0.217,0.0
1127,Oxford Diecast,Toy,Collectors dream. ,0.25,0.667,0.333,0.0
1128,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
1129,Mattel,Toy,Present ,0.0,0.0,1.0,0.0
1130,Mattel,Toy,Thomas and friends wood chipper ,0.4767,0.437,0.563,0.0
1131,Hornby,Toy,Five Stars ,0.0,0.0,1.0,0.0
1132,Mattel,Toy,Loved by doughter ,0.5994,0.661,0.339,0.0
1133,Hornby,Toy,present ,0.0,0.0,1.0,0.0
1134,Mattel,Toy,It's a tunnel and it's dark ,0.0,0.0,1.0,0.0
1135,Playmobil,Toy,"Playmobil for ages 4-10. Lit car dashboard/lights, accessories, assembly assistance req., good fun for mini petrolheads. ",0.7351,0.307,0.693,0.0
1136,Mattel,Toy,Perennial favourite ,0.0,0.0,1.0,0.0
1137,Mattel,Equipment,Barbie Doggie park ,0.0,0.0,1.0,0.0
1138,Playmobil,Toy,Great once built but need to buy lots of extras! ,0.4295,0.24,0.76,0.0
1139,Playmobil,Toy,Another excellent addition to my daughter's collection ,0.5719,0.381,0.619,0.0
1140,Disney,Equipment,toppers for cake ,0.0,0.0,1.0,0.0
1141,Playmobil,Toy,great detail ,0.6249,0.804,0.196,0.0
1142,Playmobil,Toy,Five Stars ,0.0,0.0,1.0,0.0
1143,Playmobil,Toy,perfect for a little girl ,0.5719,0.552,0.448,0.0
1144,Playmobil,Toy,Never too old for playmobil. ,0.0,0.0,1.0,0.0
1145,Playmobil,Toy,Quality you can't beat ,0.0,0.0,1.0,0.0
1146,Disney,Equipment,Big Sofia fan ,0.3182,0.535,0.465,0.0
1147,Mattel,Equipment,Princess dream ,0.25,0.667,0.333,0.0
1148,Disney,Equipment,Beautiful ,0.5994,1.0,0.0,0.0
1149,Mattel,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1150,Disney,Equipment,Disney Frozen Plush Elsa ,0.0,0.0,1.0,0.0
1151,Disney,Equipment,winnie the pooh ,0.0,0.0,1.0,0.0
1152,Disney,Equipment,30 inch Elsa singing doll ,0.0,0.0,1.0,0.0
1153,Disney,Equipment,I think my daughter will be happy on Christmas Day ,0.5719,0.316,0.684,0.0
1154,Disney,Equipment,Great talking Woody ,0.6249,0.672,0.328,0.0
1155,Disney,Equipment,so very happy. I love an age appropriate doll ,0.8754,0.6,0.4,0.0
1156,The Puppet Company,Toy,Beautiful doll ,0.5994,0.796,0.204,0.0
1157,Disney,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1158,Disney,Equipment,Beautiful plush doll ,0.5994,0.661,0.339,0.0
1159,The Puppet Company,Toy,Rags to riches ,0.5267,0.63,0.37,0.0
1160,LEGO,Toy,Five Stars ,0.0,0.0,1.0,0.0
1161,Playmobil,Toy,Good Addition! ,0.4926,0.761,0.239,0.0
1162,LEGO,Toy,This minifigure is EPIC!!!!!!! ,0.0,0.0,1.0,0.0
1163,Playmobil,Toy,one of the best buys possible.... ,0.6369,0.457,0.543,0.0
1164,LEGO,Toy,A Fun Figure ,0.5106,0.767,0.233,0.0
1165,LEGO,Toy,Brilliant old character ,0.5859,0.655,0.345,0.0
1166,Disney,Equipment,Disappointed with the size and the belt that has a ... ,-0.4767,0.0,0.744,0.256
1167,Playmobil,Toy,Brings a new dimension to Playmobil vehicles ,0.0,0.0,1.0,0.0
1168,Hasbro,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1169,LEGO,Toy,My own fault... :( ,-0.4404,0.0,0.508,0.492
1170,LEGO,Toy,cute minifigure ,0.4588,0.75,0.25,0.0
1171,Disney,Equipment,What Would Joy Do? ,0.5859,0.559,0.441,0.0
1172,LEGO,Toy,"Nice set, but small ",0.2263,0.388,0.612,0.0
1173,LEGO,Toy,toy for all ages ,0.0,0.0,1.0,0.0
1174,Hasbro,Equipment,Buyer Beware! ,0.0,0.0,1.0,0.0
1175,Hasbro,Equipment,"Smaller figure But my grandson will love it, its the Good Quality type that u ... ",0.7964,0.353,0.647,0.0
1176,LEGO,Toy,A Legion ,0.0,0.0,1.0,0.0
1177,Star Wars,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1178,Disney,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1179,LEGO,Toy,Four Stars ,0.0,0.0,1.0,0.0
1180,Hasbro,Equipment,Excellent ,0.5719,1.0,0.0,0.0
1181,Disney,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1182,LEGO,Toy,Five Stars ,0.0,0.0,1.0,0.0
1183,LEGO,Toy,Four Stars ,0.0,0.0,1.0,0.0
1184,LEGO,Toy,89 for postage and packing not happy with postage charges it to much ,-0.6246,0.0,0.683,0.317
1185,LEGO,Toy,Rock'n'Roll ,0.0,0.0,1.0,0.0
1186,LEGO,Toy,Missing bricks ,-0.296,0.0,0.312,0.688
1187,LEGO,Toy,http:,0.0,0.0,1.0,0.0
1188,LEGO,Toy,Beautiful ,0.5994,1.0,0.0,0.0
1189,Disney,Equipment,Perfect! ,0.6114,1.0,0.0,0.0
1190,LEGO,Toy,overpriced ,0.0,0.0,1.0,0.0
1191,Hasbro,Equipment,Hours of Fun!!!!!!Ã°Å¸ËœÅ  ,0.0,0.0,1.0,0.0
1192,LEGO,Toy,Great little hazmat figure ,0.6249,0.577,0.423,0.0
1193,Star Wars,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1194,LEGO,Toy,Expensive postage ,0.0,0.0,1.0,0.0
1195,LEGO,Toy,Brilliant mini-figure ,0.5859,0.792,0.208,0.0
1196,Playmobil,Toy,Great toy! ,0.6588,0.815,0.185,0.0
1197,LEGO,Toy,My husband loved it ,0.5994,0.565,0.435,0.0
1198,LEGO,Toy,... expensive for one little figure but my son was delighted.. ,0.0,0.0,1.0,0.0
1199,LEGO,Toy,A great lego figure ,0.6249,0.672,0.328,0.0
1200,PokÃƒÂ©mon,Equipment,Great for pokemon mad child ,0.2263,0.398,0.291,0.311
1201,LEGO,Toy,Leog mini figure ,0.0,0.0,1.0,0.0
1202,LEGO,Toy,I am really pleased with this sweet little figure ,0.7346,0.508,0.492,0.0
1203,Hasbro,Equipment,Shhhhh Furby! ,0.0,0.0,1.0,0.0
1204,Star Wars,Equipment,brilliant ,0.5859,1.0,0.0,0.0
1205,LEGO,Toy,great toy ,0.6249,0.804,0.196,0.0
1206,LEGO,Toy,A great way to get a figure your child has wanted for ages! ,0.6588,0.305,0.695,0.0
1207,LEGO,Toy,the best one of the avengers team ,0.6369,0.412,0.588,0.0
1208,LEGO,Toy,lego mini figures ,0.0,0.0,1.0,0.0
1209,LEGO,Toy,... the 3rd mini figure purchased for my grandson and like all others he adores it ,0.6249,0.267,0.733,0.0
1210,Disney,Equipment,I love it so much ,0.6369,0.583,0.417,0.0
1211,Disney,Equipment,Amazing ,0.5859,1.0,0.0,0.0
1212,Disney,Equipment,and an excellent character to add to our collection the paint job ... ,0.5719,0.236,0.764,0.0
1213,Playmobil,Toy,Rip off ,0.0,0.0,1.0,0.0
1214,The Puppet Company,Toy,Beautifully made puppet made perfect gift! ,0.8908,0.779,0.221,0.0
1215,The Puppet Company,Toy,finger puppet ,0.0,0.0,1.0,0.0
1216,The Puppet Company,Toy,The Kids Love These Animal Puppets ,0.6369,0.457,0.543,0.0
1217,The Puppet Company,Toy,Great Fun ,0.8126,1.0,0.0,0.0
1218,The Puppet Company,Toy,Whit Swan Puppet ,0.0,0.0,1.0,0.0
1219,The Puppet Company,Toy,Cute African family ,0.4588,0.6,0.4,0.0
1220,The Puppet Company,Toy,beautuful toy ,0.0,0.0,1.0,0.0
1221,The Puppet Company,Toy,perfect prop for the classic 'three bears ,0.5719,0.381,0.619,0.0
1222,Disney,Equipment,Bought as xmas pressie ,0.0,0.0,1.0,0.0
1223,The Puppet Company,Toy,very cute ,0.5095,0.767,0.233,0.0
1224,The Puppet Company,Toy,Five Stars ,0.0,0.0,1.0,0.0
1225,The Puppet Company,Toy,Good ,0.4404,1.0,0.0,0.0
1226,The Puppet Company,Toy,Five Stars ,0.0,0.0,1.0,0.0
1227,The Puppet Company,Toy,Three little pigs ,0.0,0.0,1.0,0.0
1228,Disney,Equipment,sweet gifts ,0.4588,0.75,0.25,0.0
1229,The Puppet Company,Toy,it's good ,0.4404,0.744,0.256,0.0
1230,The Puppet Company,Toy,Five Stars ,0.0,0.0,1.0,0.0
1231,The Puppet Company,Toy,Gorgeous puppet! ,0.6476,0.811,0.189,0.0
1232,The Puppet Company,Toy,Nice duckie mitt! ,0.4753,0.607,0.393,0.0
1233,The Puppet Company,Toy,Easy to bring to life! ,0.4926,0.444,0.556,0.0
1234,The Puppet Company,Toy,Five Stars ,0.0,0.0,1.0,0.0
1235,The Puppet Company,Toy,... this home from school for a couple of days loved it had to buy her one highly recommend this ... ,0.7713,0.271,0.729,0.0
1236,The Puppet Company,Toy,Easy to bring to life but a little 'creepy' for those who don't like rats' tails!! ,-0.318,0.107,0.714,0.179
1237,The Puppet Company,Toy,Brilliant gift ,0.7717,1.0,0.0,0.0
1238,The Puppet Company,Toy,Such fun! ,0.5562,0.782,0.218,0.0
1239,The Puppet Company,Toy,large chimpanzee puppet ,0.0,0.0,1.0,0.0
1240,The Puppet Company,Toy,Super puppets for children - and adults! ,0.636,0.456,0.544,0.0
1241,The Puppet Company,Toy,The fun is limited only by your imagination! ,0.4003,0.313,0.522,0.165
1242,The Puppet Company,Toy,Mi son loves it ,0.5719,0.552,0.448,0.0
1243,The Puppet Company,Toy,Great buy ,0.6249,0.804,0.196,0.0
1244,The Puppet Company,Toy,Entertaining fun puppet for a child or young-at-heart adult ,0.7351,0.508,0.492,0.0
1245,The Puppet Company,Toy,good ,0.4404,1.0,0.0,0.0
1246,The Puppet Company,Toy,Five Stars ,0.0,0.0,1.0,0.0
1247,The Puppet Company,Toy,"Bright, cheery, colourful puppets - fun for children (and adults!) ",0.8777,0.627,0.373,0.0
1248,The Puppet Company,Toy,Gorgeous puppet! ,0.6476,0.811,0.189,0.0
1249,The Puppet Company,Toy,Christmas present ,0.0,0.0,1.0,0.0
1250,The Puppet Company,Toy,Grtandson's favourite animal! ,0.0,0.0,1.0,0.0
1251,The Puppet Company,Toy,Awesome Cat! ,0.6588,0.815,0.185,0.0
1252,The Puppet Company,Toy,Five Stars ,0.0,0.0,1.0,0.0
1253,Mattel,Toy,Batted out ,0.0,0.0,1.0,0.0
1254,Oxford Diecast,Toy,classy! ,0.4926,1.0,0.0,0.0
1255,Hornby,Toy,Excellent ,0.5719,1.0,0.0,0.0
1256,Oxford Diecast,Toy,catch that train.... ,0.0,0.0,1.0,0.0
1257,Corgi,Toy,Ashes to Ashes Model Car - Great buy! ,0.6588,0.423,0.577,0.0
1258,Mattel,Toy,Five Stars ,0.0,0.0,1.0,0.0
1259,Corgi,Toy,Corgi model review ,0.0,0.0,1.0,0.0
1260,Disney,Toy,Five Stars ,0.0,0.0,1.0,0.0
1261,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
1262,Oxford Diecast,Toy,coach returned ,0.0,0.0,1.0,0.0
1263,Mattel,Toy,Top Retro Batmobile ,0.2023,0.474,0.526,0.0
1264,Corgi,Toy,You cant go wrong. ,0.3724,0.46,0.54,0.0
1265,Corgi,Toy,Bond is his name... ,0.0,0.0,1.0,0.0
1266,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
1267,Corgi,Toy,Great gift ,0.7906,1.0,0.0,0.0
1268,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
1269,Oxford Diecast,Toy,pink taxi ,0.0,0.0,1.0,0.0
1270,Corgi,Toy,Interesting corgi classic ,0.4019,0.574,0.426,0.0
1271,Oxford Diecast,Toy,Solid ,0.1531,1.0,0.0,0.0
1272,Corgi,Toy,Five Stars ,0.0,0.0,1.0,0.0
1273,Corgi,Toy,"I  to work for BSC, Its a pity ... ",-0.296,0.0,0.732,0.268
1274,Mattel,Toy,Very disappointed. ,-0.5256,0.0,0.228,0.772
1275,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
1276,Oxford Diecast,Toy,Best birthday prezzie in a while ,0.6369,0.512,0.488,0.0
1277,Oxford Diecast,Toy,Four Stars ,0.0,0.0,1.0,0.0
1278,Oxford Diecast,Toy,bostin ,0.0,0.0,1.0,0.0
1279,Mattel,Toy,Hot wheels Flash ,0.0,0.0,1.0,0.0
1280,Corgi,Toy,Corgi taxi ,0.0,0.0,1.0,0.0
1281,Oxford Diecast,Toy,DAMP FIRE ,-0.34,0.0,0.294,0.706
1282,Oxford Diecast,Toy,Collectors item ,0.0,0.0,1.0,0.0
1283,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
1284,Oxford Diecast,Toy,Good looking ,0.4404,0.744,0.256,0.0
1285,Corgi,Toy,British Sugar lorry ,0.0,0.0,1.0,0.0
1286,Disney,Toy,smashed up pesentation box ,0.0,0.0,1.0,0.0
1287,Corgi,Toy,Five Stars ,0.0,0.0,1.0,0.0
1288,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
1289,Oxford Diecast,Toy,Four Stars ,0.0,0.0,1.0,0.0
1290,Oxford Diecast,Toy,great ,0.6249,1.0,0.0,0.0
1291,Mattel,Toy,Jaguar Matchbox car ,0.0,0.0,1.0,0.0
1292,Oxford Diecast,Toy,YES ONE OF THE BEST. ,0.7845,0.697,0.303,0.0
1293,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
1294,Oxford Diecast,Toy,Brilliant lorry. ,0.5859,0.792,0.208,0.0
1295,Oxford Diecast,Toy,Quite a lot of detail for such a tiny piece! ,0.0,0.0,1.0,0.0
1296,Oxford Diecast,Toy,Good looking ,0.4404,0.744,0.256,0.0
1297,Corgi,Toy,Breakfast is ready ,0.3612,0.556,0.444,0.0
1298,Corgi,Toy,A true Rail Legend - in 1:120 Scale ,0.4215,0.359,0.641,0.0
1299,Corgi,Toy,j2 van ,0.0,0.0,1.0,0.0
1300,Disney,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1301,MyTinyWorld,Toy,soup miniature ,0.0,0.0,1.0,0.0
1302,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1303,MyTinyWorld,Toy,white mouse ,0.0,0.0,1.0,0.0
1304,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1305,MyTinyWorld,Toy,bath ,0.0,0.0,1.0,0.0
1306,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1307,MyTinyWorld,Toy,6 Cox applies ,0.0,0.0,1.0,0.0
1308,MyTinyWorld,Toy,ideal ,0.5267,1.0,0.0,0.0
1309,MyTinyWorld,Toy,Red Lobster ,0.0,0.0,1.0,0.0
1310,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1311,MyTinyWorld,Toy,Lovely modern dolls furniture ,0.5859,0.559,0.441,0.0
1312,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1313,MyTinyWorld,Toy,Rhubarb ,0.0,0.0,1.0,0.0
1314,MyTinyWorld,Toy,Fabulous item ,0.5267,0.773,0.227,0.0
1315,MyTinyWorld,Toy,yes thank you very pleased. Always nerve racking ordering online as you can't ... ,0.8122,0.433,0.567,0.0
1316,MyTinyWorld,Toy,Brilliant ,0.5859,1.0,0.0,0.0
1317,MyTinyWorld,Toy,Excellent ,0.5719,1.0,0.0,0.0
1318,MyTinyWorld,Toy,Pink blossom wallpaper ,0.0,0.0,1.0,0.0
1319,MyTinyWorld,Toy,McCoy crisps ,0.0,0.0,1.0,0.0
1320,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1321,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1322,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1323,MyTinyWorld,Toy,plates x 4 ,0.0,0.0,1.0,0.0
1324,MyTinyWorld,Toy,Yorkshire pudding boxes x 2 ,0.0,0.0,1.0,0.0
1325,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1326,MyTinyWorld,Toy,Good ,0.4404,1.0,0.0,0.0
1327,MyTinyWorld,Toy,lovely tiny spaniel very life like pleased with yet another excellent purchase from My Tiny ... ,0.9252,0.528,0.472,0.0
1328,MyTinyWorld,Toy,Lovely little chairs ,0.5859,0.655,0.345,0.0
1329,MyTinyWorld,Toy,Dragon fruit ,0.0,0.0,1.0,0.0
1330,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1331,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1332,MyTinyWorld,Toy,Unfortunately it was too small for what I needed it for. ,-0.34,0.0,0.789,0.211
1333,MyTinyWorld,Toy,very pleased especially with the fast delivery ,0.4927,0.347,0.653,0.0
1334,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1335,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1336,MyTinyWorld,Toy,peppers ,0.0,0.0,1.0,0.0
1337,MyTinyWorld,Toy,Great ,0.6249,1.0,0.0,0.0
1338,MyTinyWorld,Toy,mangoes ,0.0,0.0,1.0,0.0
1339,MyTinyWorld,Toy,patterns ,0.0,0.0,1.0,0.0
1340,MyTinyWorld,Toy,value and quality ,0.34,0.545,0.455,0.0
1341,MyTinyWorld,Toy,spinach can ,0.0,0.0,1.0,0.0
1342,MyTinyWorld,Toy,Fantastic Cereal boxes ,0.5574,0.643,0.357,0.0
1343,MyTinyWorld,Toy,floral plate ,0.0,0.0,1.0,0.0
1344,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1345,MyTinyWorld,Toy,curvy vases pair ,0.0,0.0,1.0,0.0
1346,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1347,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1348,MyTinyWorld,Toy,Three Stars ,0.0,0.0,1.0,0.0
1349,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1350,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1351,MyTinyWorld,Toy,Brilliant ,0.5859,1.0,0.0,0.0
1352,MyTinyWorld,Toy,Perfect Miniature ,0.5719,0.787,0.213,0.0
1353,MyTinyWorld,Toy,ceramic cat ,0.0,0.0,1.0,0.0
1354,MyTinyWorld,Toy,icing sugar ,0.0,0.0,1.0,0.0
1355,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1356,MyTinyWorld,Toy,building effecr ,0.0,0.0,1.0,0.0
1357,MyTinyWorld,Toy,miniature vegetables ,0.0,0.0,1.0,0.0
1358,MyTinyWorld,Toy,pattern ,0.0,0.0,1.0,0.0
1359,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1360,MyTinyWorld,Toy,Good scale ,0.4404,0.744,0.256,0.0
1361,MyTinyWorld,Toy,Grey stone wall cladding ,0.0516,0.286,0.714,0.0
1362,MyTinyWorld,Toy,the only thing I was disappointed with was the fact I thought it had a ... ,-0.4767,0.0,0.795,0.205
1363,MyTinyWorld,Toy,4  bowls ,0.0,0.0,1.0,0.0
1364,MyTinyWorld,Toy,Great value ,0.7579,1.0,0.0,0.0
1365,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1366,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1367,MyTinyWorld,Toy,Useful kitchen item ,0.4404,0.592,0.408,0.0
1368,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1369,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1370,MyTinyWorld,Toy,as described just what i needed arrived v ,0.0,0.0,1.0,0.0
1371,MyTinyWorld,Toy,pork ribs ,0.0,0.0,1.0,0.0
1372,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1373,MyTinyWorld,Toy,great value ,0.7579,1.0,0.0,0.0
1374,MyTinyWorld,Toy,pink plant ,0.0,0.0,1.0,0.0
1375,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1376,MyTinyWorld,Toy,very good ,0.4927,0.762,0.238,0.0
1377,MyTinyWorld,Toy,but this paper was a joy to work with and made the tiny bathroom look ,0.7351,0.286,0.714,0.0
1378,MyTinyWorld,Toy,Really pleased with the speed of delivery and the quality of ... ,0.4927,0.225,0.775,0.0
1379,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
